id,t_send,scope,segment,size_bucket,amount_rel,gc,outcome,t_decision
1084,791,Shower Doors,commercial,L,97.5,GC199,0,
1085,791,Mirrors,commercial,S,1.89,GC220,0,
1086,791,Windows,commercial,S,13,GC220,0,
1087,793,Mirrors,commercial,S,2.53,GC102,0,
1088,793,Windows,commercial,L,82,GC102,0,
1089,793,Mirrors,commercial,M,69,GC179,0,
1090,793,Shower Doors,commercial,M,67.9,GC179,1,924
1091,793,Windows,commercial,XL,640,GC179,1,924
1092,793,Mirrors,commercial,M,64.3,GC001,0,
1093,793,Shower Doors,commercial,L,106,GC001,0,
1094,793,Windows,commercial,XL,656,GC001,0,
1095,793,Windows,commercial,XL,408,GC222,0,
1096,793,Mirrors,commercial,M,28.3,GC222,0,
1097,793,Windows,commercial,XL,971,GC084,0,
1098,793,Mirrors,commercial,M,31.1,GC084,0,
1099,793,Shower Doors,commercial,S,12.5,GC131,0,
1100,793,Windows,commercial,L,102,GC131,0,
1101,793,Mirrors,commercial,S,14.2,GC131,0,
1102,796,Windows,commercial,L,118,GC192,0,
1103,796,Mirrors,commercial,S,2.19,GC192,1,889
1104,796,Windows,commercial,M,31.7,GC067,0,
1105,796,Storefront,commercial,S,8.7,GC063,1,882
1106,796,Windows,commercial,S,9.97,GC063,1,882
1107,796,Storefront,commercial,L,138,GC039,1,833
1108,796,Windows,commercial,L,238,GC180,0,
1109,796,Shower Doors,commercial,L,91.5,GC070,0,
1110,796,Mirrors,commercial,S,16.6,GC070,0,
1111,796,Storefront,commercial,L,80.9,GC131,1,891
1112,796,Mirrors,commercial,L,97.1,GC131,1,891
1113,796,Windows,commercial,XL,643,GC131,0,
1114,797,Storefront,commercial,M,48.8,GC078,0,
1115,799,Windows,commercial,XL,722,GC010,0,
1116,799,Mirrors,commercial,M,29.1,GC010,0,
1117,799,Shower Doors,commercial,M,31.1,GC010,0,
1118,799,Windows,commercial,XL,780,GC108,0,
1119,799,Mirrors,commercial,M,63.6,GC108,0,
1120,799,Mirrors,commercial,M,24.2,GC145,0,
1121,799,Storefront,commercial,L,206,GC145,0,
1122,799,Windows,commercial,L,279,GC145,0,
1123,799,Windows,commercial,L,297,GC131,0,
1124,799,Mirrors,commercial,M,23.4,GC131,0,
1125,799,Shower Doors,commercial,M,57.9,GC131,0,
1126,799,Storefront,commercial,L,118,GC131,0,
1127,804,Shower Doors,commercial,S,2.13,GC051,0,
1128,804,Mirrors,commercial,S,4.45,GC051,0,
1129,804,Windows,commercial,L,108,GC051,0,
1130,804,Windows,commercial,XL,734,GC201,0,
1131,804,Windows,commercial,XL,1130,GC046,0,
1132,805,Storefront,commercial,L,154,GC161,0,
1133,805,Storefront,commercial,M,18.7,GC155,0,
1134,805,Windows,commercial,S,6.35,GC184,0,
1135,805,Storefront,commercial,L,91.6,GC184,0,
1136,806,Mirrors,commercial,S,13.1,GC051,0,
1137,806,Windows,commercial,L,304,GC051,0,
1138,806,Storefront,commercial,M,52,GC143,1,990
1139,806,Windows,commercial,L,82.3,GC143,0,
1140,806,Mirrors,commercial,M,20.2,GC143,0,
1141,806,Windows,commercial,XL,490,GC084,0,
1142,806,Storefront,commercial,XL,683,GC084,0,
1143,806,Mirrors,commercial,M,44.5,GC084,0,
1144,807,Storefront,commercial,L,106,GC133,0,
1145,810,Windows,commercial,L,177,GC029,0,
1146,810,Storefront,commercial,S,1.95,GC096,0,
1147,811,Windows,commercial,XL,588,GC143,0,
1148,811,Mirrors,commercial,L,75.8,GC143,1,954
1149,811,Shower Doors,commercial,L,130,GC014,1,954
1150,812,Storefront,commercial,S,7.37,GC138,0,
1151,812,Storefront,commercial,S,1.15,GC004,1,996
1152,812,Storefront,commercial,S,5.94,GC004,0,
1153,813,Windows,commercial,XL,495,GC087,0,
1154,813,Mirrors,commercial,M,35.5,GC087,1,869
1155,813,Storefront,commercial,M,53,GC086,0,
1156,813,Windows,commercial,XL,790,GC143,0,
1157,813,Shower Doors,commercial,L,207,GC143,0,
1158,813,Mirrors,commercial,M,31.7,GC143,0,
1159,813,Windows,commercial,L,158,GC078,0,
1160,817,Storefront,commercial,L,139,GC108,0,
1161,818,Mirrors,commercial,S,6.27,GC087,0,
1162,818,Windows,commercial,L,98.8,GC087,0,
1163,818,Windows,commercial,L,227,GC213,1,987
1164,819,Windows,commercial,L,147,GC155,0,
1165,819,Mirrors,commercial,S,11.4,GC155,0,
1166,819,Shower Doors,commercial,M,21.6,GC155,0,
1167,819,Windows,commercial,XL,484,GC087,0,
1168,819,Mirrors,commercial,M,41,GC087,0,
1169,820,Storefront,commercial,S,17.8,GC086,0,
1170,824,Mirrors,commercial,S,1.08,GC128,1,875
1171,824,Windows,commercial,M,27.8,GC128,1,875
1172,824,Storefront,commercial,L,76.3,GC143,0,
1173,825,Mirrors,commercial,S,11,GC108,0,
1174,825,Windows,commercial,L,310,GC108,1,1042
1175,825,Shower Doors,commercial,M,67.5,GC052,0,
1176,825,Mirrors,commercial,S,17.1,GC052,0,
1177,825,Windows,commercial,L,283,GC052,0,
1178,826,Mirrors,commercial,S,4.19,GC063,0,
1179,826,Windows,commercial,S,13.8,GC063,0,
1180,826,Storefront,commercial,S,0.584,GC131,0,
1181,826,Storefront,commercial,M,38.2,GC131,0,
1182,827,Windows,commercial,M,44,GC193,0,
1183,827,Mirrors,commercial,S,4.69,GC193,0,
1184,827,Mirrors,commercial,S,4.93,GC084,0,
1185,827,Windows,commercial,L,106,GC084,0,
1186,831,Storefront,commercial,S,10.9,GC003,0,
1187,832,Storefront,commercial,M,42.9,GC103,1,931
1188,834,Windows,commercial,S,9.84,GC138,0,
1189,835,Windows,commercial,M,57,GC052,1,889
1190,835,Windows,commercial,XL,709,GC014,0,
1191,835,Mirrors,commercial,M,48.6,GC014,1,944
1192,839,Storefront,commercial,M,25.2,GC165,0,
1193,839,Storefront,commercial,L,324,GC039,0,
1194,839,Windows,commercial,M,39.3,GC131,0,
1195,842,Mirrors,commercial,L,116,GC039,0,
1196,842,Windows,commercial,XL,902,GC039,0,
1197,842,Storefront,commercial,L,168,GC131,0,
1198,845,Storefront,commercial,M,71.9,GC169,0,
1199,846,Storefront,commercial,M,47,GC109,0,
1200,846,Storefront,commercial,L,144,GC131,0,
1201,847,Storefront,commercial,M,55.7,GC138,0,
1202,847,Storefront,commercial,XL,380,GC108,0,
1203,847,Shower Doors,commercial,M,67,GC014,0,
1204,847,Mirrors,commercial,M,25.9,GC014,1,992
1205,847,Windows,commercial,XL,371,GC014,0,
1206,847,Windows,commercial,M,64.6,GC213,0,
1207,847,Mirrors,commercial,S,4.16,GC213,0,
1208,847,Mirrors,commercial,M,36,GC131,0,
1209,847,Windows,commercial,XL,937,GC131,0,
1210,847,Shower Doors,commercial,L,210,GC131,0,
1211,849,Shower Doors,commercial,M,20.7,GC123,0,
1212,849,Windows,commercial,L,106,GC123,0,
1213,849,Mirrors,commercial,S,9.03,GC123,0,
1214,849,Shower Doors,commercial,S,8.76,GC109,0,
1215,849,Mirrors,commercial,S,7.23,GC109,0,
1216,849,Windows,commercial,M,56.3,GC109,0,
1217,855,Storefront,commercial,M,50.4,GC049,0,
1218,856,Windows,commercial,L,192,GC138,0,
1219,856,Mirrors,commercial,M,18.4,GC108,0,
1220,856,Storefront,commercial,L,223,GC108,0,
1221,856,Windows,commercial,L,239,GC108,0,
1222,856,Windows,commercial,M,52.4,GC083,0,
1223,856,Windows,commercial,L,216,GC052,0,
1224,856,Mirrors,commercial,S,10.8,GC052,0,
1225,856,Storefront,commercial,M,30,GC141,0,
1226,856,Storefront,commercial,M,28.8,GC109,0,
1227,856,Windows,commercial,L,316,GC131,0,
1228,856,Storefront,commercial,L,108,GC131,0,
1229,860,Storefront,commercial,M,38.4,GC218,0,
1230,860,Windows,commercial,L,164,GC084,0,
1231,861,Windows,commercial,M,32.1,GC205,0,
1232,862,Windows,commercial,L,297,GC108,1,1204
1233,862,Mirrors,commercial,S,13.6,GC108,1,1204
1234,862,Shower Doors,commercial,L,97.6,GC108,1,1204
1235,862,Storefront,commercial,M,42.3,GC108,1,1204
1236,862,Mirrors,commercial,S,2.2,GC109,0,
1237,862,Windows,commercial,M,20.1,GC109,0,
1238,862,Storefront,commercial,L,278,GC145,0,
1239,862,Mirrors,commercial,M,30.9,GC145,0,
1240,862,Windows,commercial,L,271,GC145,0,
1241,862,Mirrors,commercial,S,7.01,GC140,0,
1242,862,Shower Doors,commercial,S,12.9,GC140,0,
1243,862,Windows,commercial,L,155,GC140,0,
1244,862,Windows,commercial,M,38,GC103,0,
1245,868,Storefront,commercial,L,267,GC010,0,
1246,868,Shower Doors,commercial,L,179,GC014,1,1014
1247,868,Mirrors,commercial,M,54.7,GC014,1,1014
1248,868,Windows,commercial,XL,835,GC014,0,
1249,868,Storefront,commercial,L,98.4,GC109,0,
1250,869,Mirrors,commercial,S,3.41,GC087,0,
1251,869,Windows,commercial,L,127,GC087,0,
1252,869,Storefront,commercial,L,133,GC046,0,
1253,870,Mirrors,commercial,S,14.3,GC097,0,
1254,870,Windows,commercial,L,191,GC097,0,
1255,870,Windows,commercial,M,73.4,GC146,0,
1256,873,Windows,commercial,S,14.9,GC051,0,
1257,873,Mirrors,commercial,S,0.365,GC051,0,
1258,873,Windows,commercial,M,38,GC131,0,
1259,875,Mirrors,commercial,S,3.18,GC051,0,
1260,875,Windows,commercial,M,50.4,GC051,0,
1261,875,Windows,commercial,XL,825,GC108,0,
1262,875,Windows,commercial,S,4.32,GC193,0,
1263,875,Mirrors,commercial,M,58.1,GC027,0,
1264,875,Windows,commercial,XL,1580,GC027,0,
1265,875,Shower Doors,commercial,L,103,GC027,0,
1266,875,Windows,commercial,L,359,GC119,0,
1267,875,Mirrors,commercial,M,20.2,GC119,0,
1268,876,Storefront,commercial,L,184,GC063,0,
1269,880,Mirrors,commercial,S,9.76,GC108,1,896
1270,880,Shower Doors,commercial,S,9.84,GC108,1,896
1271,880,Windows,commercial,S,3.5,GC139,0,
1272,881,Mirrors,commercial,M,21.9,GC087,0,
1273,881,Windows,commercial,L,219,GC087,0,
1274,881,Windows,commercial,XL,819,GC046,0,
1275,881,Windows,commercial,M,43.9,GC033,1,1036
1276,881,Mirrors,commercial,M,55.5,GC194,0,
1277,881,Shower Doors,commercial,L,108,GC194,0,
1278,881,Windows,commercial,XL,1630,GC194,0,
1279,881,Storefront,commercial,S,7.07,GC131,0,
1280,882,Storefront,commercial,S,0.315,GC004,0,
1281,887,Windows,commercial,L,224,GC108,0,
1282,887,Mirrors,commercial,S,15.7,GC108,0,
1283,887,Windows,commercial,L,157,GC087,0,
1284,887,Mirrors,commercial,S,17.2,GC087,0,
1285,887,Windows,commercial,M,48.2,GC052,0,
1286,887,Windows,commercial,L,234,GC180,0,
1287,891,Windows,commercial,M,26.8,GC192,0,
1288,891,Shower Doors,commercial,S,3.36,GC192,0,
1289,891,Mirrors,commercial,S,1.19,GC192,0,
1290,894,Storefront,commercial,XL,414,GC184,0,
1291,894,Windows,commercial,S,11.1,GC076,0,
1292,895,Storefront,commercial,M,72,GC070,0,
1293,896,Windows,commercial,L,359,GC143,0,
1294,896,Mirrors,commercial,M,20.2,GC143,0,
1295,896,Windows,commercial,L,349,GC097,0,
1296,896,Mirrors,commercial,M,65.8,GC097,0,
1297,897,Mirrors,commercial,S,1.29,GC193,0,
1298,897,Windows,commercial,M,19.9,GC193,0,
1299,897,Mirrors,commercial,S,1.87,GC087,0,
1300,897,Windows,commercial,M,23.9,GC087,0,
1301,897,Windows,commercial,XL,414,GC039,1,1161
1302,897,Specialty,commercial,L,82,GC039,1,1161
1303,897,Mirrors,commercial,M,55.3,GC039,0,
1304,897,Shower Doors,commercial,L,91.9,GC039,0,
1305,901,Mirrors,commercial,S,6.48,GC087,0,
1306,901,Windows,commercial,L,127,GC087,0,
1307,901,Storefront,commercial,L,106,GC072,0,
1308,901,Windows,commercial,L,99.1,GC072,0,
1309,904,Windows,commercial,M,21.5,GC007,0,
1310,904,Windows,commercial,S,9.32,GC173,1,931
1311,904,Storefront,commercial,M,43.8,GC173,1,931
1312,904,Windows,commercial,S,8.43,GC166,0,
1313,904,Shower Doors,commercial,L,105,GC070,0,
1314,904,Mirrors,commercial,M,32.2,GC070,0,
1315,908,Shower Doors,commercial,S,2.97,GC107,0,
1316,908,Windows,commercial,S,17.1,GC107,0,
1317,908,Mirrors,commercial,S,1.86,GC107,0,
1318,908,Storefront,commercial,L,73.8,GC131,0,
1319,909,Mirrors,commercial,S,9.54,GC184,1,909
1320,909,Shower Doors,commercial,S,16.8,GC184,1,909
1321,909,Windows,commercial,L,149,GC083,0,
1322,909,Storefront,commercial,L,123,GC083,0,
1323,909,Storefront,commercial,L,80.2,GC131,0,
1324,909,Mirrors,commercial,L,82.3,GC131,0,
1325,909,Windows,commercial,XL,745,GC131,0,
1326,909,Shower Doors,commercial,L,189,GC131,0,
1327,916,Mirrors,commercial,M,20.5,GC108,0,
1328,916,Windows,commercial,XL,857,GC143,0,
1329,916,Mirrors,commercial,M,38.2,GC143,0,
1330,916,Shower Doors,commercial,L,190,GC143,1,1125
1331,916,Windows,commercial,M,49.9,GC014,0,
1332,916,Windows,commercial,L,198,GC153,0,
1333,916,Windows,commercial,L,148,GC213,0,
1334,916,Mirrors,commercial,S,10.1,GC213,0,
1335,917,Storefront,commercial,L,313,GC051,0,
1336,917,Storefront,commercial,M,54.7,GC026,0,
1337,917,Storefront,commercial,L,120,GC098,0,
1338,918,Shower Doors,commercial,L,101,GC131,0,
1339,918,Windows,commercial,XL,671,GC131,0,
1340,918,Mirrors,commercial,M,61.5,GC131,0,
1341,919,Mirrors,commercial,S,5.26,GC163,0,
1342,919,Windows,commercial,M,61.4,GC163,0,
1343,919,Mirrors,commercial,M,33.7,GC046,0,
1344,919,Windows,commercial,XL,646,GC046,0,
1345,919,Shower Doors,commercial,L,122,GC194,0,
1346,922,Mirrors,commercial,M,59.5,GC087,0,
1347,922,Windows,commercial,L,158,GC119,0,
1348,922,Mirrors,commercial,S,17.1,GC154,0,
1349,922,Windows,commercial,XL,1260,GC154,0,
1350,924,Windows,commercial,L,82.3,GC033,0,
1351,929,Shower Doors,commercial,M,69.5,GC187,0,
1352,929,Mirrors,commercial,S,14.3,GC187,0,
1353,929,Windows,commercial,L,286,GC187,0,
1354,929,Windows,commercial,M,35.2,GC089,1,1020
1355,930,Windows,commercial,XL,696,GC141,0,
1356,930,Storefront,commercial,M,53.2,GC131,0,
1357,930,Windows,commercial,XL,573,GC131,0,
1358,930,Mirrors,commercial,M,18.7,GC131,0,
1359,932,Windows,commercial,L,306,GC108,0,
1360,932,Windows,commercial,XL,573,GC143,0,
1361,932,Mirrors,commercial,M,18.7,GC143,0,
1362,932,Mirrors,commercial,M,19.2,GC014,0,
1363,932,Windows,commercial,M,32.2,GC097,0,
1364,936,Windows,commercial,M,31,GC026,0,
1365,936,Mirrors,commercial,S,3.19,GC026,0,
1366,936,Windows,commercial,L,251,GC011,0,
1367,936,Storefront,commercial,M,30.4,GC154,0,
1368,936,Windows,commercial,L,225,GC094,0,
1369,936,Mirrors,commercial,M,22.8,GC094,0,
1370,936,Storefront,commercial,M,21.9,GC094,0,
1371,937,Mirrors,commercial,S,6.52,GC087,0,
1372,937,Windows,commercial,M,64.1,GC087,0,
1373,937,Windows,commercial,S,2.61,GC166,0,
1374,938,Mirrors,commercial,S,14.5,GC121,0,
1375,938,Windows,commercial,L,167,GC121,0,
1376,938,Shower Doors,commercial,L,130,GC084,0,
1377,938,Windows,commercial,XL,1090,GC084,0,
1378,938,Mirrors,commercial,L,165,GC084,0,
1379,939,Storefront,commercial,L,324,GC027,0,
1380,939,Mirrors,commercial,S,15.1,GC027,0,
1381,939,Windows,commercial,XL,522,GC027,0,
1382,939,Shower Doors,commercial,L,81.4,GC027,0,
1383,939,Mirrors,commercial,M,51.2,GC087,0,
1384,939,Windows,commercial,L,337,GC087,0,
1385,939,Mirrors,commercial,S,12.9,GC147,0,
1386,939,Mirrors,commercial,S,1.11,GC063,0,
1387,939,Windows,commercial,M,39.6,GC063,0,
1388,943,Storefront,commercial,L,183,GC030,0,
1389,943,Mirrors,commercial,M,55.3,GC087,1,1071
1390,943,Windows,commercial,XL,715,GC210,0,
1391,943,Storefront,commercial,M,55.2,GC078,0,
1392,944,Windows,commercial,M,55.4,GC223,0,
1393,944,Shower Doors,commercial,S,6.44,GC223,0,
1394,944,Mirrors,commercial,S,3.43,GC223,0,
1395,944,Windows,commercial,M,40.1,GC026,0,
1396,945,Windows,commercial,XL,890,GC014,0,
1397,945,Shower Doors,commercial,M,66.6,GC014,0,
1398,945,Mirrors,commercial,M,60.7,GC014,0,
1399,950,Windows,commercial,XL,930,GC108,0,
1400,950,Mirrors,commercial,L,128,GC108,0,
1401,950,Storefront,commercial,S,1.74,GC063,1,1134
1402,950,Windows,commercial,L,126,GC213,0,
1403,950,Mirrors,commercial,S,6.58,GC213,0,
1404,950,Shower Doors,commercial,S,15.2,GC131,0,
1405,950,Storefront,commercial,M,40,GC131,0,
1406,953,Mirrors,commercial,M,22.8,GC087,0,
1407,953,Storefront,commercial,M,21.9,GC087,0,
1408,953,Windows,commercial,L,225,GC087,0,
1409,957,Storefront,commercial,S,9.65,GC009,0,
1410,957,Windows,commercial,XL,589,GC046,0,
1411,957,Storefront,commercial,M,43.5,GC097,0,
1412,958,Mirrors,commercial,L,74.2,GC087,0,
1413,958,Windows,commercial,XL,806,GC087,0,
1414,958,Shower Doors,commercial,XL,434,GC087,0,
1415,958,Mirrors,commercial,S,1.12,GC154,0,
1416,958,Windows,commercial,S,16.9,GC154,0,
1417,958,Windows,commercial,L,104,GC089,0,
1418,959,Mirrors,commercial,S,12.3,GC221,1,959
1419,964,Storefront,commercial,L,87.7,GC054,0,
1420,965,Windows,commercial,L,142,GC087,0,
1421,965,Mirrors,commercial,M,19.3,GC087,1,999
1422,967,Windows,commercial,M,45.2,GC192,0,
1423,967,Mirrors,commercial,S,3.06,GC192,1,1030
1424,967,Storefront,commercial,M,45.9,GC067,0,
1425,971,Windows,commercial,S,8.25,GC086,0,
1426,972,Windows,commercial,XL,1290,GC087,0,
1427,972,Mirrors,commercial,M,60.7,GC087,0,
1428,973,Windows,commercial,XL,384,GC087,0,
1429,973,Mirrors,commercial,S,16,GC087,0,
1430,974,Windows,commercial,M,56.9,GC192,0,
1431,974,Mirrors,commercial,M,18.6,GC192,1,1118
1432,974,Shower Doors,commercial,M,55.6,GC192,1,1118
1433,974,Windows,commercial,S,4.16,GC046,0,
1434,974,Windows,commercial,L,235,GC052,0,
1435,974,Mirrors,commercial,M,31,GC052,0,
1436,974,Shower Doors,commercial,M,63.1,GC052,0,
1437,974,Windows,commercial,M,33.4,GC089,0,
1438,978,Windows,commercial,L,366,GC119,0,
1439,978,Mirrors,commercial,M,21,GC119,0,
1440,979,Shower Doors,commercial,L,180,GC180,0,
1441,979,Mirrors,commercial,L,190,GC180,0,
1442,979,Windows,commercial,XL,1210,GC180,0,
1443,981,Windows,commercial,M,65,GC094,0,
1444,981,Windows,commercial,L,86.5,GC089,0,
1445,981,Mirrors,commercial,S,12.4,GC089,0,
1446,985,Storefront,commercial,S,1.11,GC138,0,
1447,985,Storefront,commercial,M,36.7,GC123,0,
1448,985,Mirrors,commercial,M,31.6,GC222,0,
1449,985,Storefront,commercial,L,90.1,GC131,0,
1450,986,Storefront,commercial,L,92.6,GC138,0,
1451,988,Storefront,commercial,L,179,GC138,0,
1452,988,Windows,commercial,L,291,GC007,0,
1453,988,Shower Doors,commercial,L,79.9,GC084,0,
1454,988,Mirrors,commercial,S,15.7,GC084,0,
1455,988,Windows,commercial,L,177,GC084,0,
1456,992,Storefront,commercial,M,29,GC138,0,
1457,993,Storefront,commercial,M,24.3,GC154,0,
1458,993,Storefront,commercial,M,48.4,GC154,0,
1459,993,Mirrors,commercial,S,5.07,GC213,0,
1460,993,Windows,commercial,M,65.5,GC213,0,
1461,994,Storefront,commercial,L,241,GC040,0,
1462,994,Windows,commercial,M,64.2,GC087,0,
1463,994,Shower Doors,commercial,L,246,GC087,0,
1464,994,Windows,commercial,M,71.2,GC087,0,
1465,994,Storefront,commercial,L,204,GC087,1,1301
1466,994,Windows,commercial,XL,375,GC087,1,1301
1467,994,Mirrors,commercial,M,64,GC087,0,1301
1468,994,Mirrors,commercial,S,6.32,GC087,0,
1469,994,Mirrors,commercial,S,7.09,GC087,0,
1470,994,Windows,commercial,L,347,GC194,0,
1471,994,Mirrors,commercial,M,18.8,GC194,1,1175
1472,994,Shower Doors,commercial,L,112,GC194,1,1175
1473,999,Storefront,commercial,L,135,GC199,0,
1474,999,Windows,commercial,XL,595,GC108,0,
1475,999,Mirrors,commercial,M,24.8,GC108,0,
1476,999,Storefront,commercial,M,72.5,GC004,0,
1477,999,Windows,commercial,L,266,GC087,0,
1478,999,Mirrors,commercial,M,59.5,GC087,0,
1479,999,Storefront,commercial,L,180,GC063,0,
1480,1002,Storefront,commercial,L,101,GC108,0,
1481,1002,Windows,commercial,XL,901,GC108,0,
1482,1002,Mirrors,commercial,M,62.1,GC108,0,
1483,1002,Storefront,commercial,L,81.1,GC087,1,1125
1484,1002,Mirrors,commercial,S,7.01,GC087,0,
1485,1002,Windows,commercial,L,94.2,GC087,0,
1486,1006,Mirrors,commercial,L,89.4,GC143,0,
1487,1006,Shower Doors,commercial,L,100,GC143,0,
1488,1006,Windows,commercial,XL,1010,GC143,0,
1489,1006,Shower Doors,commercial,S,5.76,GC052,1,1302
1490,1006,Mirrors,commercial,S,2.39,GC052,0,
1491,1006,Windows,commercial,M,25.8,GC052,1,1302
1492,1007,Storefront,commercial,S,1.95,GC144,0,
1493,1008,Mirrors,commercial,L,101,GC199,1,1080
1494,1008,Shower Doors,commercial,L,182,GC199,1,1080
1495,1008,Windows,commercial,XL,790,GC199,1,1080
1496,1008,Mirrors,commercial,S,3.18,GC087,0,
1497,1008,Windows,commercial,M,48.1,GC087,0,
1498,1008,Windows,commercial,XL,545,GC014,0,
1499,1008,Mirrors,commercial,S,11.9,GC014,0,
1500,1009,Mirrors,commercial,S,13.3,GC143,0,
1501,1009,Windows,commercial,XL,563,GC143,0,
1502,1014,Windows,commercial,L,160,GC083,0,
1503,1015,Storefront,commercial,L,97.6,GC172,0,
1504,1016,Storefront,commercial,M,33.5,GC184,0,
1505,1020,Windows,commercial,M,26.4,GC158,1,1070
1506,1020,Storefront,commercial,S,16,GC158,1,1070
1507,1020,Storefront,commercial,S,15.5,GC169,0,
1508,1020,Windows,commercial,M,24.5,GC224,0,
1509,1022,Windows,commercial,S,11.8,GC063,0,
1510,1022,Windows,commercial,L,217,GC131,0,
1511,1022,Mirrors,commercial,M,37.7,GC131,0,
1512,1023,Shower Doors,commercial,L,194,GC093,1,1149
1513,1023,Windows,commercial,XL,936,GC093,1,1149
1514,1023,Mirrors,commercial,M,44.4,GC093,0,
1515,1023,Windows,commercial,L,286,GC083,0,
1516,1023,Mirrors,commercial,M,28,GC083,0,
1517,1027,Mirrors,commercial,S,10.7,GC184,0,
1518,1027,Shower Doors,commercial,S,17.5,GC184,0,
1519,1027,Windows,commercial,L,164,GC184,0,
1520,1027,Windows,commercial,L,208,GC073,0,
1521,1027,Mirrors,commercial,S,6.51,GC073,0,
1522,1027,Windows,commercial,L,181,GC084,0,
1523,1028,Mirrors,commercial,M,19.4,GC087,0,
1524,1028,Windows,commercial,L,161,GC087,0,
1525,1028,Mirrors,commercial,M,24.1,GC207,0,
1526,1028,Windows,commercial,XL,569,GC207,0,
1527,1029,Windows,commercial,XL,1910,GC076,0,
1528,1034,Storefront,commercial,L,286,GC184,0,
1529,1035,Mirrors,commercial,M,34.5,GC143,0,
1530,1035,Windows,commercial,XL,1020,GC143,0,
1531,1036,Storefront,commercial,S,17.5,GC071,0,
1532,1036,Storefront,commercial,S,6.82,GC150,0,
1533,1038,Mirrors,commercial,S,16.4,GC087,0,
1534,1038,Windows,commercial,L,354,GC087,0,
1535,1038,Mirrors,commercial,M,20.9,GC196,0,
1536,1038,Windows,commercial,XL,525,GC196,0,
1537,1038,Shower Doors,commercial,L,81.4,GC196,0,
1538,1038,Storefront,commercial,L,256,GC196,,
1539,1043,Mirrors,commercial,M,32.6,GC143,0,
1540,1043,Windows,commercial,XL,606,GC143,0,
1541,1043,Mirrors,commercial,S,4.62,GC063,0,
1542,1043,Shower Doors,commercial,M,36.5,GC063,0,
1543,1043,Windows,commercial,L,81.4,GC063,0,
1544,1043,Storefront,commercial,M,23.5,GC063,0,
1545,1044,Storefront,commercial,M,68.7,GC155,1,1114
1546,1045,Storefront,commercial,M,24.7,GC108,0,
1547,1045,Mirrors,commercial,M,20,GC108,0,
1548,1045,Windows,commercial,L,289,GC108,0,
1549,1045,Windows,commercial,XL,444,GC196,0,
1550,1045,Mirrors,commercial,S,2.88,GC143,0,
1551,1045,Storefront,commercial,L,154,GC143,0,
1552,1045,Shower Doors,commercial,S,3.22,GC143,0,
1553,1045,Windows,commercial,M,43.8,GC143,0,
1554,1050,Windows,commercial,L,77.6,GC087,0,
1555,1050,Mirrors,commercial,S,4.67,GC087,0,
1556,1050,Shower Doors,commercial,M,40.4,GC087,0,
1557,1050,Windows,commercial,L,76.6,GC102,0,
1558,1050,Mirrors,commercial,S,2.72,GC102,0,
1559,1050,Storefront,commercial,M,19.9,GC107,0,
1560,1050,Shower Doors,commercial,L,135,GC084,0,
1561,1050,Storefront,commercial,L,200,GC084,0,
1562,1050,Windows,commercial,XL,954,GC084,1,1176
1563,1050,Mirrors,commercial,L,174,GC084,0,
1564,1050,Mirrors,commercial,M,26.9,GC109,0,
1565,1050,Windows,commercial,L,217,GC131,0,
1566,1052,Windows,commercial,M,26.6,GC203,0,
1567,1055,Storefront,commercial,XL,706,GC222,0,
1568,1055,Mirrors,commercial,M,59.8,GC222,0,
1569,1055,Windows,commercial,XL,454,GC207,0,
1570,1056,Storefront,commercial,M,49.1,GC086,0,
1571,1056,Windows,commercial,L,169,GC086,0,
1572,1062,Storefront,commercial,S,14.9,GC132,0,
1573,1063,Storefront,commercial,M,66.1,GC010,0,
1574,1070,Storefront,commercial,M,58.5,GC132,0,
1575,1070,Storefront,commercial,XL,1090,GC087,0,
1576,1070,Windows,commercial,XL,817,GC087,0,1308
1577,1070,Shower Doors,commercial,XL,599,GC087,0,1308
1578,1070,Mirrors,commercial,L,74.4,GC087,0,1308
1579,1071,Storefront,commercial,M,36.1,GC009,1,1125
1580,1073,Shower Doors,commercial,L,198,GC143,0,
1581,1073,Windows,commercial,XL,1830,GC143,0,
1582,1073,Mirrors,commercial,M,57.7,GC143,0,
1583,1076,Storefront,commercial,S,17.8,GC036,0,
1584,1078,Mirrors,commercial,M,27.3,GC108,0,
1585,1078,Windows,commercial,L,254,GC108,0,
1586,1078,Storefront,commercial,L,115,GC087,1,1206
1587,1078,Mirrors,commercial,M,47.7,GC087,1,1206
1588,1078,Windows,commercial,XL,898,GC087,1,1206
1589,1079,Windows,commercial,XL,444,GC063,0,
1590,1079,Mirrors,commercial,M,32.1,GC063,0,
1591,1079,Shower Doors,commercial,L,178,GC063,0,
1592,1079,Windows,commercial,XL,389,GC097,0,
1593,1079,Mirrors,commercial,M,21.5,GC097,0,
1594,1080,Storefront,commercial,S,3.56,GC155,0,
1595,1080,Windows,commercial,XL,528,GC119,0,
1596,1080,Mirrors,commercial,M,31.4,GC119,0,
1597,1080,Windows,commercial,M,40.3,GC131,0,
1598,1083,Storefront,commercial,XL,371,GC131,0,
1599,1091,Storefront,commercial,S,3.14,GC009,0,
1600,1094,Windows,commercial,L,101,GC163,0,
1601,1098,Windows,commercial,L,76.1,GC051,0,
1602,1098,Mirrors,commercial,S,7.18,GC051,1,1177
